threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
0.8849999999999999,0.6652365775925472,0.3333333333333333,0.0003663003663003663,0.0007317965605561653,0.806040446902643,0.640498971308562
0.8899999999999999,0.6652365775925472,0.3333333333333333,0.0003663003663003663,0.0007317965605561653,0.806040446902643,0.640498971308562
0.8949999999999999,0.6652365775925472,0.3333333333333333,0.0003663003663003663,0.0007317965605561653,0.806040446902643,0.640498971308562
0.8999999999999999,0.6653591566560432,0.5,0.0003663003663003663,0.0007320644216691069,0.806040446902643,0.640498971308562
0.9049999999999999,0.6652365775925472,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.9099999999999999,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.9149999999999999,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.9199999999999999,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.9249999999999999,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.9299999999999999,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.9349999999999999,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.94,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.945,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
0.95,0.6653591566560432,0.0,0.0,0.0,0.806040446902643,0.640498971308562
